case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-106361,Trial Court,Sec 482 CrPC (Quashing),1,4,2,0,1,0,0,1,0,0,0.8741,1,165,0,0,0.1123,5,1.317,178.22,27557.75,0.0081,0,1,1,0,1,2,0,0,0,1,1,0,1,0,1,3,0.0719,0.0519,2,1,0
NCRB-SYNTH-106368,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,0,0,1,0,1,0.5743,1,174,0,0,0.0,8,1.0545,57.78,3114.79,0.1347,1,1,1,1,0,2,1,0,0,1,1,1,1,0,0,4,0.0525,0.0326,2,1,0
NCRB-SYNTH-106376,Trial Court,Sec 482 CrPC (Quashing),1,1,1,0,1,0,1,1,0,0,0.8564,1,81,0,0,0.0628,7,1.2442,116.89,35534.41,0.1131,1,1,1,1,0,3,1,0,0,1,1,0,1,1,0,1,0.0445,0.0642,2,1,0
NCRB-SYNTH-106383,Trial Court,Writ Petition (Detention),1,2,2,0,1,0,0,1,0,1,0.5431,1,101,1,1,0.0,1,1.0,38.39,23753.54,0.1141,1,1,1,1,1,3,1,0,0,1,1,0,1,0,1,3,0.0534,0.0385,2,1,0
NCRB-SYNTH-106391,Trial Court,Sec 439 CrPC (Regular Bail),4,5,2,0,1,0,1,1,0,1,0.44,1,177,0,0,0.0,7,1.2452,107.35,5802.2,0.0573,1,1,1,1,0,2,0,0,0,1,1,1,0,0,0,2,0.0129,0.0117,2,1,0
NCRB-SYNTH-106405,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,0,0,1,0,0,0.5794,1,72,0,1,0.0457,9,1.1066,171.88,17511.3,0.0828,1,0,1,1,0,3,0,0,0,1,0,1,0,0,1,3,0.0286,0.0206,0,1,0
NCRB-SYNTH-106411,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,0,1,0,1,0.734,0,8,1,1,0.1898,2,1.0882,138.52,44508.06,0.0107,1,1,0,0,1,4,0,0,0,1,0,1,0,0,0,4,0.071,0.0441,2,1,0
NCRB-SYNTH-106415,Trial Court,Sec 482 CrPC (Quashing),1,3,1,0,1,0,0,1,0,1,0.4305,0,150,0,0,0.0418,5,1.1775,131.86,11960.21,0.1044,1,1,0,1,1,3,1,0,0,1,1,0,1,0,1,4,0.0279,0.0173,2,1,0
NCRB-SYNTH-106423,Trial Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,0,0,1,0,1,0.8564,0,37,1,1,0.0876,6,1.1792,80.48,42378.61,0.0361,1,1,1,1,0,4,1,0,0,1,1,0,0,0,0,1,0.0376,0.0543,2,1,0
NCRB-SYNTH-106426,Trial Court,Sec 482 CrPC (Quashing),2,5,2,0,1,0,0,1,0,0,0.5461,0,100,0,0,0.0834,2,1.0,143.99,13469.84,0.1475,1,0,1,1,1,3,0,1,1,0,0,0,1,0,0,3,0.0152,0.011,2,1,0
NCRB-SYNTH-106438,Trial Court,Writ Petition (Detention),1,1,2,0,1,0,0,1,0,0,0.4988,1,36,0,0,0.1351,6,1.0,167.18,32536.38,0.0885,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,3,0.0229,0.0165,2,1,0
NCRB-SYNTH-106439,High Court,Sec 439 CrPC (Regular Bail),2,1,2,1,1,0,0,1,0,0,0.6363,1,142,0,1,0.0308,1,1.2426,178.43,40748.69,0.097,1,0,1,1,1,4,0,1,1,0,1,0,1,0,0,3,0.0192,0.0139,2,1,0
NCRB-SYNTH-106442,Trial Court,Writ Petition (Detention),2,5,2,0,1,0,0,1,0,0,0.7442,1,181,0,0,0.0945,2,1.0,147.85,11852.21,0.1326,1,0,1,1,0,2,1,1,1,0,1,0,0,0,0,3,0.0126,0.0091,2,0,1
NCRB-SYNTH-106444,Trial Court,Writ Petition (Detention),7,4,2,0,1,0,1,1,0,1,0.727,1,67,0,1,0.0609,9,1.0324,33.09,38683.58,0.1917,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,4,0.0368,0.0229,0,1,0
NCRB-SYNTH-106449,Trial Court,Sec 439 CrPC (Regular Bail),15,1,1,0,1,1,1,1,0,0,0.4218,1,148,0,0,0.078,5,1.0,87.78,22145.42,0.045,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,1,0.0492,0.071,2,1,0
NCRB-SYNTH-106456,Trial Court,Writ Petition (Detention),15,3,1,0,1,1,0,1,0,1,0.8672,1,88,0,1,0.148,2,1.0473,116.29,9451.91,0.0102,1,0,1,1,1,2,1,1,1,0,1,1,0,0,0,3,0.0901,0.065,2,1,1
NCRB-SYNTH-106459,Trial Court,Trial Judgment,15,4,1,0,1,0,0,1,0,1,0.4616,1,101,1,1,0.0696,4,1.1277,132.4,16460.25,0.0812,1,1,1,0,1,3,0,0,0,1,0,0,1,0,0,2,0.0275,0.025,2,1,0
NCRB-SYNTH-106466,Trial Court,Sec 439 CrPC (Regular Bail),7,2,2,1,1,1,0,1,0,0,0.6515,1,82,1,1,0.097,3,1.3904,47.67,11170.6,0.0384,0,0,1,1,1,2,1,0,0,1,1,0,1,0,0,1,0.0334,0.0482,2,1,0
NCRB-SYNTH-106468,Trial Court,Trial Judgment,1,3,1,0,1,0,1,1,0,0,0.4579,1,178,0,0,0.0573,1,1.1162,50.05,44816.09,0.0277,0,1,1,1,1,3,0,0,0,1,1,0,0,0,0,4,0.0819,0.0509,2,1,0
NCRB-SYNTH-106478,Trial Court,Writ Petition (Detention),1,5,2,0,1,1,0,1,0,0,0.4714,1,107,0,0,0.1367,9,1.0738,169.26,10748.26,0.1679,1,0,1,1,0,3,0,0,0,1,1,0,1,0,0,4,0.0102,0.0063,2,1,0
NCRB-SYNTH-106480,Trial Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,0,0,1,0,0,0.5546,1,49,1,1,0.0674,9,1.0,167.44,33244.54,0.064,1,1,0,1,1,4,1,0,0,1,0,0,1,0,0,1,0.0611,0.0881,2,1,0
NCRB-SYNTH-106484,Trial Court,Sec 482 CrPC (Quashing),1,1,2,0,1,1,1,1,0,0,0.4715,1,148,0,0,0.0949,8,1.1423,163.32,23531.98,0.1608,1,1,1,1,1,2,1,0,0,1,1,1,0,0,0,3,0.083,0.0599,2,1,0
NCRB-SYNTH-106485,High Court,Sec 439 CrPC (Regular Bail),2,1,2,0,1,0,0,1,0,0,0.4386,1,107,0,0,0.1109,4,1.0985,114.69,31102.72,0.1738,1,1,0,1,1,3,1,0,0,1,1,0,1,0,1,1,0.0451,0.0651,2,1,0
NCRB-SYNTH-106496,Trial Court,Sec 482 CrPC (Quashing),1,4,2,0,1,0,0,1,1,1,0.8329,1,103,1,1,0.1616,4,1.0351,118.91,31930.69,0.1189,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0.0412,0.0595,2,1,0
NCRB-SYNTH-106498,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,1,1,1,0,0,0.5453,0,44,1,1,0.0957,7,1.0483,110.55,40389.21,0.0818,1,1,0,1,0,5,0,0,0,1,1,0,1,0,1,4,0.0853,0.053,2,1,0
NCRB-SYNTH-106502,High Court,Trial Judgment,7,1,1,0,1,0,0,1,0,0,0.4007,1,17,1,1,0.0357,7,1.0542,163.4,41226.67,0.0636,1,0,1,1,1,4,0,0,0,1,1,0,0,0,0,1,0.0202,0.0291,2,1,0
NCRB-SYNTH-106504,High Court,Sec 482 CrPC (Quashing),7,2,2,0,1,1,0,1,0,0,0.6595,1,168,1,1,0.0859,3,1.0,150.9,17748.8,0.0076,1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,2,0.025,0.0228,0,1,0
NCRB-SYNTH-106505,Trial Court,Writ Petition (Detention),1,4,1,0,1,1,0,1,0,0,0.8673,1,79,0,1,0.0363,5,1.1835,128.83,27617.41,0.1625,1,0,1,1,1,2,0,1,1,0,1,0,1,0,0,2,0.0203,0.0185,2,0,1
NCRB-SYNTH-106511,Trial Court,Sec 482 CrPC (Quashing),1,1,2,0,1,0,0,1,1,0,0.4927,1,87,0,0,0.0846,6,1.1991,46.35,11612.62,0.0613,1,1,1,0,0,2,1,0,0,1,1,0,1,0,0,2,0.0464,0.0422,2,1,0
NCRB-SYNTH-106520,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,1,1,0,1,0.407,1,66,0,1,0.0,9,1.2313,124.59,20112.86,0.1003,1,1,1,1,1,6,0,0,0,1,1,0,1,0,0,3,0.0472,0.034,2,1,0
NCRB-SYNTH-106524,Trial Court,Sec 482 CrPC (Quashing),27,4,2,0,1,0,1,1,0,1,0.8074,1,139,0,0,0.0892,9,1.494,76.75,32221.83,0.1264,1,1,0,1,0,3,1,0,0,1,1,0,0,0,1,1,0.0435,0.0628,2,1,0
NCRB-SYNTH-106525,Trial Court,Sec 482 CrPC (Quashing),2,3,2,0,1,0,0,1,0,1,0.6639,1,169,1,1,0.0778,7,1.134,88.52,35204.69,0.1591,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,3,0.0688,0.0496,2,0,1
NCRB-SYNTH-106527,Trial Court,Writ Petition (Detention),1,3,2,0,1,0,1,1,0,1,0.8894,1,162,0,0,0.0908,1,1.2488,86.63,27199.63,0.1568,1,1,0,1,0,5,0,0,0,1,1,0,1,0,1,1,0.0334,0.0482,2,1,0
NCRB-SYNTH-106534,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,0,1,1,0,1,0.6227,1,68,0,0,0.0115,8,1.0634,149.07,41866.75,0.1575,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,4,0.0266,0.0165,2,1,0
NCRB-SYNTH-106535,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,1,0,1,0,1,0.504,1,97,0,0,0.0954,4,1.2068,174.41,42288.24,0.1672,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,4,0.0137,0.0085,0,1,0
NCRB-SYNTH-106541,Trial Court,Sec 482 CrPC (Quashing),1,2,2,0,1,0,1,1,1,1,0.9285,1,145,1,1,0.1745,4,1.1276,133.48,17222.83,0.1716,1,0,0,1,1,5,0,1,1,0,0,0,1,0,0,1,0.0185,0.0267,2,0,1
NCRB-SYNTH-106546,Trial Court,Sec 482 CrPC (Quashing),21,2,2,0,1,0,0,1,1,1,0.7471,1,131,0,0,0.0723,5,1.2999,94.63,39309.89,0.1711,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,3,0.0346,0.025,2,1,1
NCRB-SYNTH-106549,Trial Court,Writ Petition (Detention),1,5,1,0,1,1,0,1,0,0,0.9532,1,147,0,0,0.1285,4,1.0,57.7,12510.2,0.0278,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0.0461,0.0665,2,1,0
NCRB-SYNTH-106554,Trial Court,Writ Petition (Detention),4,2,2,0,1,0,0,1,0,1,0.6287,1,87,0,0,0.0443,1,1.0155,64.05,35786.3,0.0883,1,0,1,1,1,2,1,1,1,0,1,1,1,0,0,4,0.0382,0.0238,2,0,0
NCRB-SYNTH-106558,Trial Court,Writ Petition (Detention),1,3,2,0,1,0,0,1,0,0,0.5853,1,59,0,0,0.1056,1,1.0303,98.79,12435.59,0.0648,1,0,1,1,0,2,1,1,1,0,1,0,1,1,0,3,0.0105,0.0076,2,0,0
NCRB-SYNTH-106563,Trial Court,Sec 482 CrPC (Quashing),2,4,1,0,1,1,1,1,0,1,0.7409,1,12,0,1,0.0579,6,1.041,156.86,44421.93,0.0714,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,3,0.0871,0.0628,2,0,1
NCRB-SYNTH-106565,High Court,Sec 439 CrPC (Regular Bail),7,4,2,0,1,0,0,1,1,1,0.9054,1,63,0,0,0.0146,7,1.0652,151.02,42886.9,0.1133,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,4,0.0954,0.0593,2,0,1
NCRB-SYNTH-106572,Trial Court,Trial Judgment,2,1,1,0,1,0,1,1,0,0,0.8324,1,162,1,1,0.0396,8,1.0307,43.39,43000.0,0.1171,1,0,0,0,0,4,0,1,1,0,0,0,1,0,0,1,0.0853,0.1231,2,0,1
NCRB-SYNTH-106573,Trial Court,Writ Petition (Detention),2,2,2,0,1,0,1,1,0,0,0.4644,0,79,0,1,0.0316,5,1.0,84.82,21441.95,0.1186,1,0,0,0,0,2,0,1,1,0,1,1,0,0,0,3,0.0394,0.0284,2,1,0
NCRB-SYNTH-106575,High Court,Sec 439 CrPC (Regular Bail),7,1,2,0,1,0,0,1,0,0,0.5157,0,117,1,1,0.077,3,1.0,135.37,3701.25,0.1494,1,1,1,1,0,5,1,0,0,1,1,0,0,1,0,4,0.0274,0.017,2,1,0
NCRB-SYNTH-106584,Trial Court,Sec 439 CrPC (Regular Bail),2,1,2,0,1,0,0,1,0,0,0.7751,1,101,1,1,0.0179,9,1.1697,48.42,40742.77,0.0211,1,1,1,0,1,2,0,0,0,1,0,0,0,1,0,3,0.0905,0.0653,2,1,0
NCRB-SYNTH-106588,High Court,Sec 439 CrPC (Regular Bail),27,2,2,0,1,0,0,1,0,1,0.4775,1,25,0,0,0.1277,8,1.0443,39.52,27875.6,0.1005,1,0,1,0,1,2,0,1,1,0,1,0,1,0,0,2,0.0242,0.022,2,0,0
NCRB-SYNTH-106589,Trial Court,Trial Judgment,2,4,1,0,1,0,0,1,0,0,0.6219,1,92,1,1,0.1044,1,1.0355,65.16,5539.83,0.1876,1,1,0,1,1,3,0,0,0,1,1,1,1,0,0,2,0.0304,0.0277,2,1,0
NCRB-SYNTH-106597,Trial Court,Writ Petition (Detention),1,2,1,0,1,0,0,1,0,0,0.6903,1,131,0,1,0.0598,4,1.0368,80.74,41575.42,0.0071,1,0,1,1,1,5,1,1,1,0,0,1,0,0,0,3,0.0717,0.0517,0,1,1
NCRB-SYNTH-106606,Trial Court,Writ Petition (Detention),2,1,2,0,1,0,0,1,0,1,0.9252,1,48,1,1,0.089,1,1.0,73.08,41211.7,0.0734,1,0,1,0,0,3,1,1,1,0,0,0,0,0,0,2,0.0608,0.0553,2,0,1
NCRB-SYNTH-106607,Trial Court,Sec 439 CrPC (Regular Bail),4,1,1,0,1,0,0,1,0,0,0.8687,1,69,0,0,0.2201,7,1.0,92.34,30624.57,0.1853,1,1,1,1,1,2,1,0,0,1,1,0,1,0,0,4,0.0637,0.0396,2,1,0
NCRB-SYNTH-106614,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,0,0,1,0,1,0.6819,1,161,1,1,0.0713,2,1.2627,96.42,3329.71,0.1983,1,1,0,1,1,3,0,0,0,1,0,1,1,0,0,4,0.0204,0.0127,2,1,0
NCRB-SYNTH-106615,High Court,Writ Petition (Detention),1,1,2,0,1,1,0,1,0,0,0.654,1,111,1,0,0.0957,2,1.0693,61.74,31070.84,0.116,1,1,1,1,0,4,1,0,0,1,0,1,1,0,0,4,0.0928,0.0577,2,1,0
NCRB-SYNTH-106617,Trial Court,Sec 482 CrPC (Quashing),1,3,1,1,1,1,1,1,0,0,0.6416,1,19,1,1,0.1249,7,1.1946,146.41,24447.85,0.1128,1,1,1,1,1,5,1,0,0,1,1,0,1,0,0,2,0.0206,0.0188,2,1,0
NCRB-SYNTH-106621,Trial Court,Sec 482 CrPC (Quashing),1,3,2,0,1,0,0,1,0,0,0.4014,1,30,0,0,0.149,6,1.1721,126.39,29694.3,0.0365,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,3,0.0989,0.0713,2,1,0
NCRB-SYNTH-106626,Trial Court,Sec 439 CrPC (Regular Bail),27,3,2,0,1,0,0,1,1,1,0.424,1,40,1,1,0.1155,4,1.0561,39.77,29670.8,0.1246,1,1,0,1,1,5,0,0,0,1,1,1,1,1,0,3,0.0147,0.0106,2,1,0
NCRB-SYNTH-106632,Trial Court,Writ Petition (Detention),2,5,1,0,1,0,1,1,0,0,0.4768,1,145,0,1,0.0909,9,1.0062,113.96,33180.32,0.1676,1,1,1,0,0,2,1,0,0,1,1,0,0,0,0,4,0.0339,0.021,2,1,0
NCRB-SYNTH-106639,Trial Court,Sec 482 CrPC (Quashing),7,5,1,0,1,0,1,1,0,1,0.5512,1,45,1,1,0.1088,5,1.0221,56.07,37350.87,0.0387,1,0,1,1,1,3,0,0,0,1,0,0,1,1,0,3,0.0168,0.0121,2,1,0
NCRB-SYNTH-106651,Trial Court,Sec 482 CrPC (Quashing),1,3,2,0,1,0,0,1,0,1,0.9468,1,101,1,1,0.0641,4,1.1397,61.86,19983.23,0.0131,1,1,0,1,0,2,1,0,0,1,1,0,1,1,0,4,0.0704,0.0437,2,1,0
NCRB-SYNTH-106654,Trial Court,Sec 482 CrPC (Quashing),2,1,2,0,1,0,1,1,0,1,0.8656,1,62,0,0,0.077,7,1.0923,70.87,12327.29,0.1121,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,4,0.0414,0.0257,2,1,0
NCRB-SYNTH-106659,Trial Court,Trial Judgment,2,1,2,0,1,0,0,1,0,0,0.487,1,153,0,0,0.0031,3,1.0,80.36,43168.67,0.1777,1,0,1,1,1,3,0,1,1,0,0,1,1,1,0,3,0.0335,0.0242,2,0,0
NCRB-SYNTH-106669,Trial Court,Writ Petition (Detention),7,5,1,1,1,0,0,1,0,0,0.5165,1,16,0,1,0.1305,8,1.0,134.49,7837.08,0.1885,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,4,0.0304,0.0189,2,1,0
NCRB-SYNTH-106670,High Court,Trial Judgment,1,5,2,0,1,0,0,1,0,1,0.6137,0,30,1,1,0.1045,6,1.0518,159.57,36639.14,0.0322,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,2,0.0422,0.0384,2,1,0
NCRB-SYNTH-106674,Trial Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,0,1,1,0,0,0.6646,1,104,0,0,0.0944,7,1.0,68.55,16219.72,0.0432,1,1,0,0,1,2,1,0,0,1,1,1,1,0,0,4,0.0379,0.0236,2,1,0
NCRB-SYNTH-106675,Trial Court,Sec 439 CrPC (Regular Bail),2,2,2,0,1,0,1,1,0,1,0.4827,0,166,0,0,0.1053,4,1.0945,80.32,23566.09,0.0495,1,1,1,1,1,5,0,0,0,1,1,0,0,0,1,1,0.0411,0.0592,2,1,0
NCRB-SYNTH-106686,Trial Court,Sec 482 CrPC (Quashing),1,1,1,0,1,1,0,1,0,1,0.5115,1,125,0,0,0.1088,4,1.1027,64.17,16360.35,0.0592,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0.0994,0.1433,2,1,0
NCRB-SYNTH-106690,Trial Court,Sec 482 CrPC (Quashing),7,4,2,0,1,0,0,1,0,1,0.6158,1,51,1,1,0.0864,5,1.3115,78.33,5693.42,0.1477,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,3,0.0371,0.0268,2,1,0
NCRB-SYNTH-106711,Trial Court,Trial Judgment,27,4,1,0,1,0,0,1,1,0,0.4758,1,97,1,1,0.0488,2,1.1424,115.6,18855.61,0.1169,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,4,0.0105,0.0065,2,1,0
NCRB-SYNTH-106717,High Court,Trial Judgment,2,2,2,0,1,0,1,1,0,0,0.9325,1,30,0,1,0.0933,4,1.0,141.86,15040.11,0.0418,1,0,1,1,1,3,0,1,1,0,0,0,0,1,0,3,0.0283,0.0204,0,0,1
NCRB-SYNTH-106722,Trial Court,Writ Petition (Detention),1,2,1,0,1,0,0,1,0,0,0.5858,1,165,0,0,0.1528,1,1.0,96.52,16202.87,0.17,1,1,0,1,0,4,0,0,0,1,0,0,0,0,0,3,0.089,0.0642,2,1,0
NCRB-SYNTH-106726,Trial Court,Writ Petition (Detention),21,1,2,0,1,0,0,1,0,0,0.5988,1,166,1,1,0.126,1,1.2174,148.09,40215.16,0.1417,1,0,1,1,1,3,0,1,1,0,0,0,0,0,0,1,0.045,0.0649,2,1,0
NCRB-SYNTH-106728,Trial Court,Sec 482 CrPC (Quashing),15,5,1,0,1,0,0,1,0,0,0.6596,1,130,1,1,0.0692,2,1.0,139.22,13773.42,0.168,1,1,1,1,1,3,1,0,0,1,1,1,1,0,0,1,0.088,0.1269,2,1,0
NCRB-SYNTH-106735,Trial Court,Trial Judgment,2,4,1,0,1,1,0,1,0,0,0.8075,1,113,0,0,0.139,1,1.302,124.48,3088.92,0.1281,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,2,0.0584,0.0532,2,1,0
NCRB-SYNTH-106738,Trial Court,Sec 482 CrPC (Quashing),1,1,2,0,1,1,0,1,0,0,0.4831,1,40,0,0,0.0657,8,1.1005,99.88,21617.86,0.1805,1,0,0,0,1,3,0,1,1,0,1,0,1,0,0,3,0.0616,0.0444,2,0,0
NCRB-SYNTH-106741,High Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,0,0,1,1,1,0.5159,1,104,0,0,0.0777,7,1.0,65.44,38608.58,0.1021,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0.0879,0.1268,0,1,0
NCRB-SYNTH-106742,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,1,1,0,0,0.8254,1,46,0,0,0.1042,9,1.0,171.82,35144.39,0.0212,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,2,0.0333,0.0303,2,1,0
NCRB-SYNTH-106748,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,0,0,1,0,0,0.7361,1,111,1,1,0.0685,8,1.1338,98.0,24734.57,0.0959,1,1,0,1,1,2,0,0,0,1,1,0,1,1,1,4,0.0105,0.0065,2,1,0
NCRB-SYNTH-106754,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,1,1,0,0,0.5339,1,104,1,1,0.0306,8,1.0593,69.35,22700.26,0.0463,1,1,1,1,1,5,1,0,0,1,0,0,1,1,0,4,0.0489,0.0304,2,1,0
NCRB-SYNTH-106755,Trial Court,Sec 482 CrPC (Quashing),15,1,1,0,1,0,0,1,0,1,0.6788,1,82,0,0,0.1106,9,1.15,103.9,9874.35,0.1184,0,1,1,0,1,3,0,0,0,1,0,0,1,0,0,1,0.082,0.1183,0,1,0
NCRB-SYNTH-106762,Trial Court,Trial Judgment,1,2,1,0,1,0,0,1,0,1,0.4296,1,76,0,0,0.0287,2,1.1903,171.99,21406.54,0.1623,1,0,1,1,1,2,0,1,1,0,1,0,0,1,0,1,0.0251,0.0363,2,0,0
NCRB-SYNTH-106763,High Court,Sec 439 CrPC (Regular Bail),7,4,2,0,1,0,0,1,0,1,0.6667,1,126,1,0,0.1341,2,1.0187,92.15,32532.32,0.1614,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,4,0.0776,0.0482,2,1,0
NCRB-SYNTH-106771,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,0,1,0,1,0.8617,1,116,0,0,0.1086,8,1.1925,71.03,13385.63,0.1054,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,4,0.0998,0.062,2,1,0
NCRB-SYNTH-106774,High Court,Sec 482 CrPC (Quashing),4,5,1,0,1,1,1,1,0,1,0.4836,0,145,1,1,0.0707,1,1.1594,105.89,4004.53,0.0181,1,0,1,1,0,2,0,1,1,0,1,0,1,0,0,4,0.0125,0.0078,2,1,0
NCRB-SYNTH-106780,Trial Court,Sec 439 CrPC (Regular Bail),2,5,1,0,1,1,0,1,0,0,0.8895,1,18,1,0,0.1073,2,1.2642,81.47,34426.4,0.1639,1,0,1,1,1,3,0,1,1,0,1,0,0,0,0,4,0.0634,0.0394,0,1,1
NCRB-SYNTH-106799,Trial Court,Sec 482 CrPC (Quashing),4,3,1,0,1,0,1,1,0,0,0.5366,1,45,0,0,0.1122,9,1.0729,73.03,35953.55,0.147,1,1,1,1,1,2,0,0,0,1,1,0,0,1,0,1,0.0697,0.1005,2,1,0
NCRB-SYNTH-106801,Trial Court,Writ Petition (Detention),1,3,1,0,1,0,1,1,0,1,0.9067,1,45,0,0,0.0,7,1.2351,66.11,28560.89,0.1244,1,0,1,1,1,3,0,0,0,1,1,0,0,0,1,1,0.0491,0.0709,0,1,0
NCRB-SYNTH-106802,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,1,1,1,0,0,0.6048,0,36,0,0,0.0855,5,1.0788,107.28,43978.27,0.0573,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,2,0.0147,0.0134,2,1,0
NCRB-SYNTH-106812,High Court,Sec 439 CrPC (Regular Bail),2,4,1,0,1,0,1,1,0,1,0.7964,1,67,0,0,0.0546,7,1.0152,97.98,16003.84,0.1459,1,0,1,1,0,2,0,1,1,0,1,1,1,0,0,4,0.0719,0.0447,2,0,1
NCRB-SYNTH-106813,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,1,1,1,0,1,0.5734,1,14,0,0,0.1304,2,1.1555,156.13,6398.22,0.0854,1,0,1,1,0,2,1,1,1,0,0,0,0,0,0,3,0.0803,0.058,2,1,0
NCRB-SYNTH-106816,Trial Court,Sec 482 CrPC (Quashing),1,3,2,1,1,0,1,1,0,1,0.4958,1,38,0,0,0.0574,8,1.2356,162.42,24619.46,0.1358,1,1,1,1,0,4,1,0,0,1,1,0,1,0,1,3,0.0454,0.0327,2,1,0
NCRB-SYNTH-106827,High Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,0,1,0,1,0.7719,1,44,0,0,0.0473,9,1.1658,130.21,17866.24,0.1303,1,1,1,1,1,5,0,0,0,1,1,0,0,0,0,1,0.0981,0.1416,0,1,0
NCRB-SYNTH-106832,Trial Court,Sec 482 CrPC (Quashing),1,4,1,0,1,0,0,1,0,0,0.5641,1,14,0,0,0.0965,5,1.0247,168.07,40109.24,0.0101,0,1,1,0,0,4,1,0,0,1,1,0,0,0,0,4,0.0561,0.0348,2,1,0
NCRB-SYNTH-106836,High Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,1,0,1,0,1,0.7564,1,131,1,1,0.0257,6,1.2509,132.13,14265.51,0.0884,1,1,0,1,1,2,1,0,0,1,0,1,1,0,0,3,0.0944,0.0681,2,1,0
NCRB-SYNTH-106839,Trial Court,Sec 482 CrPC (Quashing),4,2,1,0,1,0,1,1,0,1,0.6972,1,92,0,0,0.0927,6,1.2131,55.91,44194.62,0.1996,1,1,1,1,0,2,0,0,0,1,1,0,0,0,0,1,0.0361,0.0521,2,1,0
NCRB-SYNTH-106842,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,0,1,1,1,0.7776,1,146,0,0,0.1609,8,1.1023,39.27,29339.59,0.0683,1,0,1,1,1,6,0,1,1,0,1,0,0,0,0,3,0.0731,0.0527,2,0,1
NCRB-SYNTH-106843,High Court,Sec 439 CrPC (Regular Bail),7,4,1,0,1,0,1,1,0,1,0.4947,1,163,1,1,0.0582,4,1.2157,51.03,38071.44,0.1461,1,1,1,1,1,3,1,0,0,1,0,0,1,0,1,2,0.0136,0.0124,0,1,0
